 0.00000000e+00 5.00000000e-01
 1.00000000e-02 5.35116208e-01
 2.00000000e-02 5.70133293e-01
 3.00000000e-02 6.04952526e-01
 4.00000000e-02 6.39475955e-01
 5.00000000e-02 6.73606798e-01
 6.00000000e-02 7.07249821e-01
 7.00000000e-02 7.40311717e-01
 8.00000000e-02 7.72701470e-01
 9.00000000e-02 8.04330718e-01
 1.00000000e-01 8.35114101e-01
 1.10000000e-01 8.64969596e-01
 1.20000000e-01 8.93818842e-01
 1.30000000e-01 9.21587451e-01
 1.40000000e-01 9.48205297e-01
 1.50000000e-01 9.73606798e-01
 1.60000000e-01 9.97731170e-01
 1.70000000e-01 1.02052267e+00
 1.80000000e-01 1.04193082e+00
 1.90000000e-01 1.06191059e+00
 2.00000000e-01 1.08042261e+00
 2.10000000e-01 1.09743326e+00
 2.20000000e-01 1.11291490e+00
 2.30000000e-01 1.12684588e+00
 2.40000000e-01 1.13921069e+00
 2.50000000e-01 1.15000000e+00
 2.60000000e-01 1.15921069e+00
 2.70000000e-01 1.16684588e+00
 2.80000000e-01 1.17291490e+00
 2.90000000e-01 1.17743326e+00
 3.00000000e-01 1.18042261e+00
 3.10000000e-01 1.18191059e+00
 3.20000000e-01 1.18193082e+00
 3.30000000e-01 1.18052267e+00
 3.40000000e-01 1.17773117e+00
 3.50000000e-01 1.17360680e+00
 3.60000000e-01 1.16820530e+00
 3.70000000e-01 1.16158745e+00
 3.80000000e-01 1.15381884e+00
 3.90000000e-01 1.14496960e+00
 4.00000000e-01 1.13511410e+00
 4.10000000e-01 1.12433072e+00
 4.20000000e-01 1.11270147e+00
 4.30000000e-01 1.10031172e+00
 4.40000000e-01 1.08724982e+00
 4.50000000e-01 1.07360680e+00
 4.60000000e-01 1.05947595e+00
 4.70000000e-01 1.04495253e+00
 4.80000000e-01 1.03013329e+00
 4.90000000e-01 1.01511621e+00
 5.00000000e-01 1.00000000e+00
 5.10000000e-01 9.84883792e-01
 5.20000000e-01 9.69866707e-01
 5.30000000e-01 9.55047474e-01
 5.40000000e-01 9.40524045e-01
 5.50000000e-01 9.26393202e-01
 5.60000000e-01 9.12750179e-01
 5.70000000e-01 8.99688283e-01
 5.80000000e-01 8.87298530e-01
 5.90000000e-01 8.75669282e-01
 6.00000000e-01 8.64885899e-01
 6.10000000e-01 8.55030404e-01
 6.20000000e-01 8.46181158e-01
 6.30000000e-01 8.38412549e-01
 6.40000000e-01 8.31794703e-01
 6.50000000e-01 8.26393202e-01
 6.60000000e-01 8.22268830e-01
 6.70000000e-01 8.19477328e-01
 6.80000000e-01 8.18069179e-01
 6.90000000e-01 8.18089406e-01
 7.00000000e-01 8.19577393e-01
 7.10000000e-01 8.22566736e-01
 7.20000000e-01 8.27085100e-01
 7.30000000e-01 8.33154119e-01
 7.40000000e-01 8.40789309e-01
 7.50000000e-01 8.50000000e-01
 7.60000000e-01 8.60789309e-01
 7.70000000e-01 8.73154119e-01
 7.80000000e-01 8.87085100e-01
 7.90000000e-01 9.02566736e-01
 8.00000000e-01 9.19577393e-01
 8.10000000e-01 9.38089406e-01
 8.20000000e-01 9.58069179e-01
 8.30000000e-01 9.79477328e-01
 8.40000000e-01 1.00226883e+00
 8.50000000e-01 1.02639320e+00
 8.60000000e-01 1.05179470e+00
 8.70000000e-01 1.07841255e+00
 8.80000000e-01 1.10618116e+00
 8.90000000e-01 1.13503040e+00
 9.00000000e-01 1.16488590e+00
 9.10000000e-01 1.19566928e+00
 9.20000000e-01 1.22729853e+00
 9.30000000e-01 1.25968828e+00
 9.40000000e-01 1.29275018e+00
 9.50000000e-01 1.32639320e+00
 9.60000000e-01 1.36052405e+00
 9.70000000e-01 1.39504747e+00
 9.80000000e-01 1.42986671e+00
 9.90000000e-01 1.46488379e+00
 1.00000000e+00 1.50000000e+00
